wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
14.48	1.483	0.005	0.002	0.002
14.50	1.483	0.005	0.002	0.002
14.52	1.483	0.005	0.002	0.002
14.54	1.483	0.005	0.002	0.002
14.56	1.483	0.005	0.002	0.002
14.58	1.483	0.004	0.002	0.002
14.60	1.483	0.004	0.002	0.002
14.62	1.482	0.004	0.002	0.001
14.64	1.483	0.004	0.002	0.001
14.66	1.482	0.003	0.002	0.001
14.68	1.481	0.003	0.002	0.001
14.70	1.481	0.003	0.002	0.001
14.72	1.481	0.003	0.002	0.001
14.74	1.481	0.003	0.003	0.001
14.76	1.480	0.003	0.002	0.001
14.78	1.481	0.003	0.003	0.001
14.80	1.481	0.002	0.003	0.001
14.82	1.480	0.001	0.003	0.001
14.84	1.479	0.001	0.003	0.001
14.86	1.478	0.001	0.003	0.001
14.88	1.477	0.001	0.003	0.001
14.90	1.477	0.001	0.003	0.001
14.92	1.476	0.001	0.002	0.001
14.94	1.476	0.001	0.003	0.001
14.96	1.474	0.001	0.002	0.001
14.98	1.474	0.001	0.004	0.001
15.00	1.471	0.001	0.004	0.001
